name,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,State,availability_365,Rating,,,,,,,,,,,,,,,,,,,,,,
Home in Northcote · 1 bedroom · 1 bed · 1 shared bath,Ned,City of Darebin,-37.76533,145.0094,Private room,25,12,0,,,1,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Home in Coburg · ★4.88 · 1 bedroom · 1 bed · 1.5 shared baths,Munawar,City of Merri-bek,-37.7381,144.97693,Shared room,25,1,8,18/10/2015,0.08,1,Victoria,0,4.88,,,,,,,,,,,,,,,,,,,,,,
Home in Highett · 1 bedroom · 1 bed · 1.5 baths,Josef,City of Bayside,-37.94779,145.03006,Private room,25,1,1,27/10/2015,0.01,1,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Home in Coburg · 1 bedroom · 1 bed · 2 baths,Manning,City of Merri-bek,-37.73702,144.95326,Private room,25,7,0,,,1,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Rental unit in Melbourne · ★3.50 · 1 bedroom · 1 bed · 1 shared bath,Felicia,Melbourne,-37.81217,144.97037,Shared room,25,2,3,7/07/2016,0.03,1,Victoria,0,3.5,,,,,,,,,,,,,,,,,,,,,,
Home in Oak Park · ★4.0 · 1 bedroom · 1 bed · 1 bath,Taelor,City of Merri-bek,-37.72158,144.91726,Private room,25,3,3,30/07/2016,0.03,1,Victoria,0,4,,,,,,,,,,,,,,,,,,,,,,
Home in Hoppers Crossing · 1 bedroom · 1 bed · 1 bath,Peter,City of Wyndham,-37.88081,144.69239,Private room,25,1,0,,,1,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Home in Point Cook · 1 bedroom · 1 bed · 1 bath,Vibil,City of Wyndham,-37.91842,144.75656,Private room,25,2,0,,,1,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Townhouse in Carlton · 1 bedroom · 1 bed · 1 shared bath,Alice,Melbourne,-37.79517,144.96484,Private room,25,1,0,,,1,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Rental unit in Brunswick · 1 bedroom · 1 bed · 1 shared bath,Mark,City of Merri-bek,-37.7671,144.94897,Private room,25,10,1,15/07/2017,0.01,1,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Home in Glen Iris · 1 bedroom · 1 bed · 1 shared bath,Matt,City of Boroondara,-37.85143,145.06638,Private room,25,5,2,30/03/2018,0.03,1,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Home in West Melbourne · 1 bedroom · 1 bed · 1 shared bath,Kashish,Melbourne,-37.80884,144.95093,Shared room,25,21,0,,,1,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Home in Coburg North · 1 bedroom · 1 bed · 1 shared bath,Mirko,City of Merri-bek,-37.71957,144.95358,Private room,25,1,0,,,1,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Townhouse in Parkville · 1 bedroom · 1 bed · 1 shared bath,Jia,Melbourne,-37.79611,144.95629,Private room,25,14,0,,,1,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Rental unit in Melbourne · 1 bedroom · 2 beds · 1 shared bath,Logan,Melbourne,-37.81502,144.95424,Shared room,25,28,0,,,2,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Townhouse in Notting Hill · ★4.0 · 1 bedroom · 1 bed · 3 baths,Wei,City of Monash,-37.90516,145.14511,Private room,25,10,4,14/02/2018,0.06,1,Victoria,0,4,,,,,,,,,,,,,,,,,,,,,,
Rental unit in Southbank · 1 bedroom · 1 bed · 1 shared bath,Adham,Melbourne,-37.82723,144.96202,Shared room,25,1,1,2/01/2018,0.01,1,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Rental unit in Brunswick · ★4.28 · 1 bedroom · 1 bed · 1 shared bath,Shakira,City of Merri-bek,-37.76042,144.96416,Private room,25,2,19,28/02/2020,0.27,1,Victoria,0,4.28,,,,,,,,,,,,,,,,,,,,,,
Townhouse in Lalor · Studio · 1 bed · 1 shared bath,Deepak,"Whittlesea, Victoria",-37.66199,145.0259,Private room,25,3,0,,,1,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Rental unit in Hawthorn East · 1 bedroom · 2 beds · 1 shared bath,Lim,City of Boroondara,-37.82232,145.05405,Private room,25,1,1,16/01/2018,0.01,1,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Place to stay in West Melbourne · 1 bedroom · 1 bed · 1 shared bath,Evedeved,Melbourne,-37.8093,144.95773,Shared room,25,15,0,,,2,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Rental unit in Melbourne · 1 bedroom · 1 bed · 1 shared bath,G Sameer,Melbourne,-37.81027,144.95839,Private room,25,1,0,,,3,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Home in Ascot Vale · 1 bedroom · 1 bed · 1 shared bath,Jessica,City of Moonee Valley,-37.77758,144.92401,Private room,25,2,0,,,1,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Rental unit in Heidelberg Heights · 2 bedrooms · 2 beds · 2 baths,Hanni,City of Banyule,-37.741,145.0556,Private room,25,7,1,7/04/2018,0.02,1,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Home in Bundoora · 1 bedroom · 1 bed · 1 shared bath,Rayan,City of Banyule,-37.69516,145.06091,Private room,25,7,0,,,2,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Home in Doncaster East · 1 bedroom · 1 bed · 1 shared bath,Phuong,City of Manningham,-37.79511,145.16139,Private room,25,1,0,,,2,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Rental unit in North Melbourne · 1 bedroom · 1 bed · 1 shared bath,Frances,Melbourne,-37.80213,144.95059,Shared room,25,10,0,,,2,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Home in Preston · 1 bedroom · 1 bed · 1 shared bath,Alice,City of Darebin,-37.73632,145.01546,Private room,25,15,1,29/01/2019,0.02,1,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Townhouse in Glen Waverley · ★5.0 · 1 bedroom · 1 bed · 2.5 shared baths,国明,City of Monash,-37.88269,145.17506,Private room,25,5,4,19/01/2020,0.09,3,Victoria,0,5,,,,,,,,,,,,,,,,,,,,,,
Townhouse in Glen Waverley · ★4.75 · 3 bedrooms · 1 bed · 2.5 baths,国明,City of Monash,-37.88192,145.175,Private room,25,7,4,31/12/2020,0.09,3,Victoria,0,4.75,,,,,,,,,,,,,,,,,,,,,,
Rental unit in Melbourne · 1 bedroom · 1 bed · 1 shared bath,Mikhael,Melbourne,-37.81104,144.96973,Shared room,25,1,1,28/11/2018,0.02,1,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Rental unit in Melbourne · 1 bedroom · 1 bed · 1 shared bath,Evedeved,Melbourne,-37.81498,144.95339,Shared room,25,20,0,,,2,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Cabin in Carnegie · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,Tiffany,City of Glen Eira,-37.88805,145.04656,Private room,25,3,8,5/02/2022,0.14,1,Victoria,46,5,,,,,,,,,,,,,,,,,,,,,,
Rental unit in North Melbourne · 1 bedroom · 1 bed · 1 shared bath,Xi,Melbourne,-37.80033,144.95481,Shared room,25,10,1,10/12/2018,0.02,2,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Villa in Murrumbeena · 1 bedroom · 1 bed · 1 shared bath,Cyber,City of Glen Eira,-37.89188,145.06782,Private room,25,1,1,26/01/2019,0.02,1,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Home in Altona North · 1 bedroom · 1 bed · 1 private bath,Simm,City of Hobsons Bay,-37.82812,144.84419,Private room,25,7,2,5/04/2019,0.04,1,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Rental unit in Malvern East · 1 bedroom · 1 bed · 1 shared bath,嘉承,City of Monash,-37.91467,145.12307,Shared room,25,30,0,,,1,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Home in Keilor East · ★4.86 · 1 bedroom · 1 bed · 1 shared bath,Laura,City of Moonee Valley,-37.74416,144.86394,Shared room,25,3,7,16/07/2020,0.14,2,Victoria,31,4.86,,,,,,,,,,,,,,,,,,,,,,
Home in Saint Albans · ★4.67 · 2 bedrooms · 1 bed · 1 shared bath,Jingu,City of Brimbank,-37.74192,144.8066,Private room,25,3,3,23/05/2019,0.06,1,Victoria,0,4.67,,,,,,,,,,,,,,,,,,,,,,
Rental unit in Box Hill · 1 bedroom · 1 bed · 1 shared bath,Angela,City of Whitehorse,-37.82072,145.12773,Shared room,25,1,0,,,1,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Home in Fairfield · 1 bedroom · 1 bed · 1 shared bath,Luiza,City of Darebin,-37.77522,145.01703,Private room,25,7,0,,,1,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Home in Toorak · 1 bedroom · 3 beds · 1.5 shared baths,Ben,City of Stonnington,-37.84545,145.00712,Private room,25,6,0,,,1,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Home in Malvern East · 1 bedroom · 3 beds · 1 shared bath,Turi,City of Stonnington,-37.88975,145.08539,Private room,25,1,2,6/09/2019,0.04,3,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Rental unit in Box Hill · 1 bedroom · 1 bed · 1 shared bath,April,City of Whitehorse,-37.8181,145.12255,Shared room,25,1,1,13/10/2019,0.02,2,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Home in Clayton · 1 bedroom · 1 bed · 1 shared bath,Sina,City of Monash,-37.91512,145.12732,Private room,25,5,2,16/12/2019,0.04,1,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Home in Blackburn · 2 bedrooms · 2 beds · 2.5 baths,Turi,City of Whitehorse,-37.81792,145.14356,Private room,25,7,0,,,3,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Serviced apartment in Travancore · 1 bedroom · 1 bed · 1 shared bath,Manikanta,Melbourne,-37.78577,144.94013,Private room,25,5,0,,,1,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Bungalow in Glen Waverley · 1 bedroom · 1 bath,Mohammad Taher,City of Monash,-37.88878,145.1662,Private room,25,1,0,,,1,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Rental unit in Melbourne · ★5.0 · 1 bedroom · 2 beds · 1 shared bath,Emad,Melbourne,-37.81868,144.95923,Private room,25,2,29,15/07/2021,0.65,3,Victoria,0,5,,,,,,,,,,,,,,,,,,,,,,
Home in Berwick · ★4.38 · 1 bedroom · 1 bed · 1 shared bath,Jingying,City of Casey,-38.04471,145.35052,Private room,25,1,8,29/02/2020,0.18,1,Victoria,0,4.38,,,,,,,,,,,,,,,,,,,,,,
Rental unit in Southbank · 1 bedroom · 1 bed · 1 shared bath,Anthony,Melbourne,-37.82917,144.96837,Shared room,25,1,1,19/02/2020,0.02,1,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Rental unit in Docklands · 2 bedrooms · 1 bed · 2 shared baths,Bruna,Melbourne,-37.81582,144.93909,Shared room,25,14,0,,,2,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Home in Surrey Hills · 1 bedroom · 1 bed · 1.5 shared baths,Kyle,City of Boroondara,-37.82,145.09819,Private room,25,60,0,,,1,Victoria,90,0,,,,,,,,,,,,,,,,,,,,,,
Home in Glen Huntly · ★5.0 · 1 bedroom · 1 bed · 1.5 shared baths,Jason,City of Glen Eira,-37.88907,145.04318,Shared room,25,7,9,17/08/2023,0.6,7,Victoria,89,5,,,,,,,,,,,,,,,,,,,,,,
Home in Berwick · ★4.0 · 1 bedroom · 1 bed · 1 shared bath,Sneha,City of Casey,-38.02537,145.34513,Private room,25,4,3,24/04/2023,0.47,1,Victoria,357,4,,,,,,,,,,,,,,,,,,,,,,
Bed and breakfast in Glen Huntly · ★New · 1 bedroom · 1 bed · 1.5 shared baths,Jason,City of Glen Eira,-37.88993549,145.0432065,Shared room,25,7,0,,,7,Victoria,365,0,,,,,,,,,,,,,,,,,,,,,,
Hostel in Legana · ★4.23 · 1 bedroom · 1 bed · 0 shared baths,Jo,West Tamar Council,-41.37494,147.05059,Shared room,25,1,13,5/02/2019,0.17,3,Tasmania,0,4.23,,,,,,,,,,,,,,,,,,,,,,
Home in Moora · ★4.67 · 1 bedroom · 8 beds · 1.5 shared baths,Alan Robert,Shire of Moora,-30.64315,116.01275,Private room,25,1,3,14/11/2022,0.13,1,Western Australia,365,4.67,,,,,,,,,,,,,,,,,,,,,,
Tent in Valla · ★4.83 · 1 bedroom · 2 beds · Shared half-bath,Christina,Nambucca Valley Council,-30.58653,152.99378,Shared room,25,1,169,5/07/2023,2.46,4,New South Wales,88,4.83,,,,,,,,,,,,,,,,,,,,,,
Campsite in Yarrahapinni · ★4.68 · 1 bedroom · 1 shared bath,Julie,Kempsey Shire,-30.83724,152.9277,Shared room,25,1,40,8/05/2023,1.03,7,New South Wales,356,4.68,,,,,,,,,,,,,,,,,,,,,,
Condo in Glebe · ★4.67 · 1 bedroom · 1 bed · 1 shared bath,James,Sydney,-33.87958,151.18664,Shared room,25,90,6,10/08/2022,0.09,1,New South Wales,365,4.67,,,,,,,,,,,,,,,,,,,,,,
Rental unit in Rockdale · 1 bedroom · 1 bed · 1 shared bath,Éva,Rockdale,-33.95193,151.135,Private room,25,90,2,15/07/2015,0.02,1,New South Wales,0,0,,,,,,,,,,,,,,,,,,,,,,
Rental unit in Bondi Beach · 1 bedroom · 1 bed · 1 bath,Phoebe,Woollahra,-33.88781,151.25732,Private room,25,90,0,,,1,New South Wales,0,0,,,,,,,,,,,,,,,,,,,,,,
Rental unit in Bondi · 1 bedroom · 1 bed · 1 shared bath,Gintare,Municipality of Woollahra,-33.88801,151.26185,Shared room,25,90,0,,,1,New South Wales,0,0,,,,,,,,,,,,,,,,,,,,,,
Rental unit in Turrella · 1 bedroom · 1 bed · 1 shared bath,Ned,City of Rockdale,-33.92901,151.14082,Shared room,25,90,1,3/08/2016,0.01,1,New South Wales,0,0,,,,,,,,,,,,,,,,,,,,,,
Home in Davidson · 1 bedroom · 1 bed · 1 shared bath,Josh,Warringah Council,-33.73458,151.19945,Private room,25,90,0,,,1,New South Wales,0,0,,,,,,,,,,,,,,,,,,,,,,
Rental unit in Lidcombe · 1 bedroom · 1 bed · 1 shared bath,Swapnil,"Auburn, New South Wales",-33.86445,151.04513,Shared room,25,90,0,,,1,New South Wales,0,0,,,,,,,,,,,,,,,,,,,,,,
Rental unit in Croydon · 1 bedroom · 1 bed · 1 bath,Anh,"Ashfield, New South Wales",-33.88642,151.11478,Private room,25,90,0,,,2,New South Wales,0,0,,,,,,,,,,,,,,,,,,,,,,
Home in Kensington · 1 bedroom · 1 bed · 2.5 shared baths,Samuel,City of Randwick,-33.91972,151.23298,Private room,25,90,1,22/04/2019,0.02,1,New South Wales,0,0,,,,,,,,,,,,,,,,,,,,,,
Home in Kogarah · Studio · 1 bed · 1 shared bath,Roy,City of Kogarah,-33.96681,151.13383,Private room,25,90,0,,,1,New South Wales,0,0,,,,,,,,,,,,,,,,,,,,,,
Rental unit in Surry Hills · 2 bedrooms · 8 beds · 1 shared bath,Fifi,Sydney,-33.88141,151.20988,Shared room,25,90,1,5/02/2020,0.02,1,New South Wales,0,0,,,,,,,,,,,,,,,,,,,,,,
Rental unit in Bondi · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,Maite,"Waverley, New South Wales",-33.89231,151.26467,Shared room,25,90,3,22/08/2018,0.05,1,New South Wales,0,5,,,,,,,,,,,,,,,,,,,,,,
Home in Dundas Valley · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,Jayde,Parramatta,-33.79088,151.06301,Private room,25,90,3,13/10/2018,0.05,4,New South Wales,0,5,,,,,,,,,,,,,,,,,,,,,,
Rental unit in Penshurst · ★4.76 · 1 bedroom · 5 beds · 1 shared bath,Mahmoud,"Hurstville, New South Wales",-33.95819,151.07908,Private room,25,90,18,3/07/2021,0.29,1,New South Wales,0,4.76,,,,,,,,,,,,,,,,,,,,,,
Rental unit in Marrickville · 1 bedroom · 1 bed · 1 shared bath,Karenn,"Marrickville, New South Wales",-33.91362,151.14431,Shared room,25,90,2,16/08/2018,0.03,2,New South Wales,0,0,,,,,,,,,,,,,,,,,,,,,,
Rental unit in Burwood · 5 bedrooms · 1 bed · 2 shared baths,Lin,Municipality of Burwood,-33.87856,151.10324,Private room,25,90,1,2/01/2019,0.02,4,New South Wales,0,0,,,,,,,,,,,,,,,,,,,,,,
Home in Merrylands · 1 bedroom · 1 bed · 1 private bath,George,Parramatta,-33.84739,151.00565,Private room,25,90,2,12/01/2019,0.04,1,New South Wales,0,0,,,,,,,,,,,,,,,,,,,,,,
Rental unit in Ryde · ★4.80 · 1 bedroom · 1 bed · 1 shared bath,Moslem,City of Ryde,-33.81623,151.10631,Private room,25,90,15,31/07/2022,0.3,1,New South Wales,184,4.8,,,,,,,,,,,,,,,,,,,,,,
Rental unit in Randwick · 1 bedroom · 1 bed · 1 shared bath,Michelle,Randwick,-33.91383,151.23843,Shared room,25,90,1,30/07/2019,0.02,1,New South Wales,187,0,,,,,,,,,,,,,,,,,,,,,,
Rental unit in Coogee · 1 bedroom · 1 bed · 1 shared bath,Gustavo,Randwick,-33.9266,151.25524,Private room,25,90,0,,,1,New South Wales,0,0,,,,,,,,,,,,,,,,,,,,,,
Home in Kingsgrove · 1 bedroom · 2 beds · 1 shared bath,Nives,"Rockdale, New South Wales",-33.93985,151.10663,Private room,25,90,0,,,2,New South Wales,0,0,,,,,,,,,,,,,,,,,,,,,,
Home in Bexley · ★3.33 · 1 bedroom · 1 bed · 3 shared baths,Tim,City of Rockdale,-33.95243,151.10832,Private room,25,111,3,22/03/2020,0.07,9,New South Wales,365,3.33,,,,,,,,,,,,,,,,,,,,,,
Guesthouse in Wiley Park · 1 bedroom · 2 beds · 1 shared bath,Jargalsaikhan,Canterbury,-33.92492,151.0745,Shared room,25,90,0,,,3,New South Wales,89,0,,,,,,,,,,,,,,,,,,,,,,
Home in Campsie · 1 bedroom · 2 shared baths,Abid,Canterbury,-33.90563,151.10638,Private room,25,90,0,,,1,New South Wales,0,0,,,,,,,,,,,,,,,,,,,,,,
Rental unit in Chippendale · 1 bedroom · 1 bed · 1 shared bath,Riyanti Teresa,Sydney,-33.88587,151.19437,Shared room,25,90,0,,,5,New South Wales,0,0,,,,,,,,,,,,,,,,,,,,,,
Home in Blacktown · ★4.67 · 1 bedroom · 1 bed · 1.5 shared baths,Arun,Blacktown,-33.78428,150.89188,Private room,25,90,3,15/07/2020,0.07,2,New South Wales,0,4.67,,,,,,,,,,,,,,,,,,,,,,
Home in Ormond · 1 bedroom · 1 bed · 1 bath,Christoph,City of Glen Eira,-37.90021,145.03742,Private room,26,1,0,,,1,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Home in Clifton Hill · 1 bedroom · 1 bed · 1 bath,Natasha,City of Yarra,-37.78931,144.99854,Private room,26,1,0,,,1,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Place to stay in Clayton · 2 bedrooms · 1 bed · 3 shared baths,Andre,City of Monash,-37.91737,145.13953,Private room,26,3,0,,,4,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Home in Altona Meadows · 1 bedroom · 1 bed · 1 bath,Sam,City of Hobsons Bay,-37.87756,144.76848,Private room,26,3,2,11/02/2016,0.02,1,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Home in Carlton North · 1 bedroom · 1 bed · 1 shared bath,Joel,City of Yarra,-37.78476,144.97097,Private room,26,5,2,19/09/2017,0.03,1,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Home in Fitzroy · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,Eugenia,City of Yarra,-37.79514,144.98078,Private room,26,2,3,27/11/2017,0.04,1,Victoria,0,5,,,,,,,,,,,,,,,,,,,,,,
Home in East Melbourne · 1 bedroom · 1 bed · 5.5 shared baths,Tanzim,Melbourne,-37.80819,144.9757,Private room,26,18,0,,,1,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Home in Albion · ★3.40 · 2 bedrooms · 1 bed · 1 shared bath,Marz,City of Brimbank,-37.78238,144.82409,Private room,26,3,5,2/12/2018,0.08,1,Victoria,0,3.4,,,,,,,,,,,,,,,,,,,,,,
Rental unit in Armadale · 1 bedroom · 1 bed · 1 shared bath,Bruno,City of Stonnington,-37.85171,145.02037,Private room,26,3,0,,,1,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Bungalow in Albion · 1 bedroom · 1 bed · 1 shared bath,Rushi,City of Brimbank,-37.77752,144.823,Private room,26,2,2,19/07/2019,0.04,1,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Rental unit in Southbank · ★4.29 · 1 bedroom · 1 bed · 1.5 shared baths,Cristhian,Melbourne,-37.82856,144.96761,Shared room,26,1,7,16/11/2019,0.14,2,Victoria,0,4.29,,,,,,,,,,,,,,,,,,,,,,
Bed and breakfast in Glenroy · 1 bedroom · 1 bed · 1 shared bath,Tina,City of Merri-bek,-37.7066,144.93781,Private room,26,180,0,,,12,Victoria,362,0,,,,,,,,,,,,,,,,,,,,,,
Bed and breakfast in Glenroy · 1 bedroom · 1 bed · 1 shared bath,Tina,City of Merri-bek,-37.70022,144.93995,Private room,26,90,0,,,12,Victoria,358,0,,,,,,,,,,,,,,,,,,,,,,
Home in Hoppers Crossing · ★4.87 · 1 bedroom · 1 bed · 2.5 shared baths,Grayce,City of Wyndham,-37.87094,144.67961,Private room,26,1,15,29/08/2023,4.02,6,Victoria,25,4.87,,,,,,,,,,,,,,,,,,,,,,
Home in Parmelia · ★4.97 · 1 bedroom · 1 bed · 1 shared bath,Simon,City of Kwinana,-32.24962,115.81785,Private room,26,2,62,25/05/2023,0.9,1,Western Australia,185,4.97,,,,,,,,,,,,,,,,,,,,,,
Rental unit in Chatswood · 1 bedroom · 3 beds · 1 shared bath,Phusaniza,City of Willoughby,-33.79888,151.17654,Shared room,26,90,1,8/04/2016,0.01,1,New South Wales,0,0,,,,,,,,,,,,,,,,,,,,,,
Rental unit in Kensington · 1 bedroom · 1 bed · 1 bath,Robert,Randwick,-33.91863,151.22954,Private room,26,90,2,2/10/2016,0.02,1,New South Wales,0,0,,,,,,,,,,,,,,,,,,,,,,
Rental unit in Ashfield · 3 bedrooms · 5 beds · 2.5 shared baths,Tatiana,"Ashfield, New South Wales",-33.8922,151.13014,Shared room,26,90,0,,,1,New South Wales,0,0,,,,,,,,,,,,,,,,,,,,,,
Home in Eastwood · 1 bedroom · 2 beds · 2 shared baths,Max,Ryde,-33.79562,151.0765,Private room,26,90,1,28/09/2017,0.01,2,New South Wales,0,0,,,,,,,,,,,,,,,,,,,,,,
Condo in Burwood · 1 bedroom · 2 beds · 1 shared bath,Kiat,"Burwood, New South Wales",-33.8781,151.10607,Shared room,26,90,0,,,1,New South Wales,0,0,,,,,,,,,,,,,,,,,,,,,,
Home in Warriewood · 1 bedroom · 1 bed · 1 private bath,Carlos,Pittwater,-33.69245,151.30513,Private room,26,90,0,,,1,New South Wales,0,0,,,,,,,,,,,,,,,,,,,,,,
Townhouse in Westmead  · 2 bedrooms · 1 bed · 1 shared bath,Kun,Parramatta,-33.80814,150.97622,Private room,26,90,1,12/12/2018,0.02,1,New South Wales,0,0,,,,,,,,,,,,,,,,,,,,,,
Rental unit in Coogee · ★4.0 · 3 bedrooms · 1 bed · 1 shared bath,Sian,Randwick,-33.9211,151.25199,Private room,26,90,6,8/11/2018,0.1,1,New South Wales,0,4,,,,,,,,,,,,,,,,,,,,,,
Rental unit in Burwood · 1 bedroom · 2 beds · 1 shared bath,Momo,Municipality of Burwood,-33.87999,151.10482,Shared room,26,90,2,14/01/2019,0.03,2,New South Wales,0,0,,,,,,,,,,,,,,,,,,,,,,
Home in Quakers Hill · ★4.72 · Studio · 1 bed · 1 shared bath,Lynette,Blacktown,-33.73383,150.88117,Private room,26,1,68,20/08/2023,5.7,3,New South Wales,27,4.72,,,,,,,,,,,,,,,,,,,,,,
Rental unit in Thornbury · 1 bedroom · 1 bed · 1 bath,Emily,City of Darebin,-37.75685,145.01064,Private room,27,7,0,,,1,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Home in Ripponlea · 1 bedroom · 1 bed · 1.5 baths,Shahar,City of Port Phillip,-37.88077,144.9957,Private room,27,4,0,,,1,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Home in Essendon · ★4.50 · 1 bedroom · 1 bed · 1 shared bath,Angelica,City of Moonee Valley,-37.74668,144.92802,Private room,27,15,3,4/11/2018,0.05,1,Victoria,0,4.5,,,,,,,,,,,,,,,,,,,,,,
Home in Caulfield North · 1 bedroom · 1 bed · 2 shared baths,Junpei,City of Glen Eira,-37.86859,145.02564,Private room,27,1,0,,,5,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Home in Caulfield North · 1 bedroom · 1 bed · 2 shared baths,Junpei,City of Glen Eira,-37.87026,145.0272,Private room,27,1,2,13/12/2017,0.03,5,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Guesthouse in Wantirna · 2 bedrooms · 2 beds · 1 shared bath,Sunny,City of Knox,-37.86514,145.23082,Private room,27,1,0,,,1,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Rental unit in Melbourne · 1 bedroom · 1 bed · 1 shared bath,Doris,City of Port Phillip,-37.84247,144.97566,Private room,27,4,0,,,1,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Villa in Mount Waverley · ★4.67 · 1 bedroom · 3 beds · 2 shared baths,Hongyu,City of Monash,-37.88163,145.11759,Shared room,27,2,3,26/10/2019,0.06,1,Victoria,0,4.67,,,,,,,,,,,,,,,,,,,,,,
Home in West Footscray · ★5.0 · 2 bedrooms · 4 beds · 2.5 shared baths,Chris,"Maribyrnong, Victoria",-37.79274,144.88138,Shared room,27,1,5,14/12/2019,0.1,1,Victoria,0,5,,,,,,,,,,,,,,,,,,,,,,
Rental unit in Melbourne · 1 bedroom · 1 bed · 1 shared bath,Chandi,Melbourne,-37.81427,144.95421,Shared room,27,5,1,10/01/2020,0.02,3,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Rental unit in Melbourne · 1 bedroom · 1 bed · 1 shared bath,Chandi,Melbourne,-37.81422,144.95559,Shared room,27,5,1,2/01/2020,0.02,3,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Home in Greenfields · ★4.91 · 1 bedroom · 1 bed · 1 shared bath,Carmen,Mandurah,-32.52801,115.76063,Private room,27,1,46,21/12/2019,0.6,1,Western Australia,1,4.91,,,,,,,,,,,,,,,,,,,,,,
Home in Stanmore · 1 bedroom · 1 bed · 1 shared bath,Natalie,Marrickville,-33.89638,151.16964,Private room,27,90,1,6/01/2017,0.01,1,New South Wales,0,0,,,,,,,,,,,,,,,,,,,,,,
Home in Castle Hill · 1 bedroom · 1 bed · 1 private bath,Mariya,The Hills Shire,-33.72313,151.00744,Private room,27,90,0,,,1,New South Wales,0,0,,,,,,,,,,,,,,,,,,,,,,
Home in Bella Vista · ★4.36 · 1 bedroom · 1 bed · 2 shared baths,Christine,The Hills Shire,-33.745617,150.963318,Private room,27,5,33,24/08/2023,0.72,3,New South Wales,73,4.36,,,,,,,,,,,,,,,,,,,,,,
